,Name,Review Count,Category,Sub Category,Address,City,Zip Code,Phone number,Yelp Domain
120,Jacoby's Restaurant & Mercantile,382 reviews,American (New),Southern,3235 E Cesar Chavez St ,Austin,78702,(512) 366-5808,https://www.yelp.com/biz/jacobys-restaurant-and-mercantile-austin-2?hrid=bpHlPnqwd_ze3oICy5Gs-w&osq=Restaurants
121,The Grove Wine Bar & Kitchen,372 reviews,Pizza,Wine Bars,6317 Bee Caves Rd ,Austin,78746,(512) 327-8822,https://www.yelp.com/biz/the-grove-wine-bar-and-kitchen-austin-6?hrid=mwmJQmvsgA49ujqdIv-6iA&osq=Restaurants
122,Cafe Josie,208 reviews,American (New),Seafood,1200 W 6th St ,Austin,78703,(512) 322-9226,https://www.yelp.com/biz/cafe-josie-austin-3?hrid=ToShJwsDEJqViUzk3vgFhw&osq=Restaurants
123,DeSano Pizzeria Napoletana,256 reviews,Pizza,,8000 Burnet Rd ,Austin,78757,(512) 323-2426,https://www.yelp.com/biz/desano-pizzeria-napoletana-austin?hrid=6tAMPaxEs97U6qc91AXHfw&osq=Restaurants
124,Eastside Cafe,822 reviews,American (Traditional),Bars,2113 Manor Rd ,Austin,78722,(512) 476-5858,https://www.yelp.com/biz/eastside-cafe-austin?hrid=3hMp9UZ0TMhxY6OVyLF_OQ&osq=Restaurants
125,Lamberts Downtown Barbecue,1359 reviews,Barbeque,Breakfast & Brunch,401 W 2nd St ,Austin,78701,(512) 494-1500,https://www.yelp.com/biz/lamberts-downtown-barbecue-austin?hrid=pqTTuqmeaemrpb146nWjCA&osq=Restaurants
126,Winebelly,291 reviews,Tapas Bars,Wine Bars,519 W Oltorf St ,Austin,78704,(512) 487-1569,https://www.yelp.com/biz/winebelly-austin?hrid=XgzXhji9JNC5rWKM-mXT2A&osq=Restaurants
127,Pluckers,25 reviews,Chicken Wings,American (Traditional),6406 N Interstate Highway 35 Frontage Rd ,Austin,78752,(512) 454-9464,https://www.yelp.com/biz/pluckers-austin-4?hrid=GQ7eQBUcfNaSD2q5O8zX_Q&osq=Restaurants
128,Bouldin Creek Cafe,1548 reviews,Vegetarian,Cafes,1900 S 1st St ,Austin,78704,(512) 416-1601,https://www.yelp.com/biz/bouldin-creek-cafe-austin?hrid=e8XthnBNH9cUX-l9blZYXg&osq=Restaurants
129,Javi's Best of Tex-Mex,173 reviews,Tex-Mex,,7709 E Ben White Blvd ,Austin,78744,(512) 386-8329,https://www.yelp.com/biz/javis-best-of-tex-mex-austin-3?hrid=ac58wLmOQSjYIITnI5v5yQ&osq=Restaurants
130,La Traviata,407 reviews,Italian,,314 Congress Ave ,Austin,78701,(512) 479-8131,https://www.yelp.com/biz/la-traviata-austin?hrid=RVuzWvyIlIK2GJNO1q0TSQ&osq=Restaurants
131,Patrizi's,364 reviews,Italian,Food Stands,2307 Manor Rd ,Austin,78722,(512) 522-4834,https://www.yelp.com/biz/patrizis-austin?hrid=k3ZZpiOI94EdxcnZOdfwgg&osq=Restaurants
132,Cenote,19 reviews,Coffee & Tea,Tacos,6214 Cameron Rd ,Austin,78723,(512) 814-0993,https://www.yelp.com/biz/cenote-austin-5?hrid=pdtDvf_zSUPAp0a6lqZLPw&osq=Restaurants
133,Seafood Shack,36 reviews,Seafood,,5000 Hudson Bend Rd ,Austin,78734,(512) 953-5811,https://www.yelp.com/biz/seafood-shack-austin?hrid=NKbs7fJHDqe3vhKee4dCWA&osq=Restaurants
134,Cultivo,12 reviews,Cafes,Breakfast & Brunch,2512 E 12th St ,Austin,78702,(512) 284-8523,https://www.yelp.com/biz/cultivo-austin?hrid=xhebXTPOXglqWUEHTifi8w&osq=Restaurants
135,Gourdough's Public House,936 reviews,Pubs,American (Traditional),2700 S Lamar Blvd ,Austin,78704,(512) 912-9070,https://www.yelp.com/biz/gourdoughs-public-house-austin?hrid=LkTTn_WUy14KO9pzkWswbQ&osq=Restaurants
136,Titaya's Thai Cuisine,1275 reviews,Thai,,5501 N Lamar Blvd ,Austin,78751,(512) 458-1792,https://www.yelp.com/biz/titayas-thai-cuisine-austin?hrid=ARZ3N-hS8z8f8-iR7p3k2w&osq=Restaurants
137,BonBon Banh Mi,23 reviews,Sandwiches,Vietnamese,8557 Research Blvd ,Austin,78758,(512) 730-1155,https://www.yelp.com/biz/bonbon-banh-mi-austin?hrid=_hUrxbO8qiA_ytq5WY-sGQ&osq=Restaurants
138,Toulouse Cafe and Bar,58 reviews,French,Cafes,3120 Palm Way ,Austin,78758,(512) 615-1070,https://www.yelp.com/biz/toulouse-cafe-and-bar-austin-5?hrid=e_0nL2-C2kLO3PyPieywKA&osq=Restaurants
139,Ramen Tatsu-Ya,929 reviews,Ramen,,1234 S Lamar Blvd ,Austin,78704,(512) 893-5561,https://www.yelp.com/biz/ramen-tatsu-ya-austin-2?hrid=g_mef7N57oXMeYR62G00vw&osq=Restaurants
140,Modern Market Eatery,176 reviews,Salad,Breakfast & Brunch,9828 Great Hills Trl ,Austin,78759,(512) 394-6173,https://www.yelp.com/biz/modern-market-eatery-austin?hrid=lnqDHr4nMrM51nQ-y4pb8A&osq=Restaurants
141,The Beer Plant,153 reviews,Vegan,Beer Bar,3110 Windsor Rd ,Austin,78703,(512) 524-1800,https://www.yelp.com/biz/the-beer-plant-austin?hrid=FlM3TOJiTfm0-vfoCZgg4Q&osq=Restaurants
142,Slab BBQ & Beer,480 reviews,Barbeque,Beer Bar,9012 Research Blvd ,Austin,78758,(512) 351-9977,https://www.yelp.com/biz/slab-bbq-and-beer-austin?hrid=yz99S9cyvohKschEZZMmrA&osq=Restaurants
143,Blue Dahlia Bistro,158 reviews,Cafes,French,3663 Bee Caves Rd ,Austin,78746,(512) 306-1668,https://www.yelp.com/biz/blue-dahlia-bistro-austin-2?hrid=hbcK8SyBjTPz7hM7H-6dxg&osq=Restaurants
144,Arlo's,11 reviews,Comfort Food,Vegan,1700 E 6th St ,Austin,78702,(512) 840-1840,https://www.yelp.com/biz/arlos-austin-4?hrid=zYWmk7urZ7CDIuEhVf_3Jw&osq=Restaurants
145,Botticelli's,438 reviews,Italian,,1321 S Congress Ave ,Austin,78704,(512) 916-1315,https://www.yelp.com/biz/botticellis-austin?hrid=UUkLCFPH84UOYOU7IGJMQg&osq=Restaurants
146,The Rolling Rooster,43 reviews,Southern,Comfort Food,13717 Mopac Service Rd ,Austin,78727,(512) 547-4444,https://www.yelp.com/biz/the-rolling-rooster-austin-3?hrid=WQa51us4PmNAeiEtoggvfg&osq=Restaurants
147,The Carillon,250 reviews,American (New),,1900 University Ave ,Austin,78705,(512) 404-3655,https://www.yelp.com/biz/the-carillon-austin-2?hrid=-fTiQ2_ixbFi20jFEqa7rw&osq=Restaurants
148,Red Ash,153 reviews,Italian,Seafood,303 Colorado St ,Austin,78701,(512) 379-2906,https://www.yelp.com/biz/red-ash-austin?hrid=RT_oD7kL1UCQIQmr1HHKOA&osq=Restaurants
149,Brentwood Social House,95 reviews,Cafes,Coffee & Tea,1601 W Koenig Ln ,Austin,78756,(512) 362-8656,https://www.yelp.com/biz/brentwood-social-house-austin?hrid=lNFMLJE0wuHZ_94geT4ruw&osq=Restaurants
150,Eddie V's Prime Seafood,830 reviews,Seafood,Steakhouses,301 E 5th St ,Austin,78701,(512) 472-1860,https://www.yelp.com/biz/eddie-vs-prime-seafood-austin-6?hrid=j5iZmnJ9hrhZBaMmAM8tGA&osq=Restaurants
151,Chi'Lantro,448 reviews,Asian Fusion,Korean,1509 S Lamar Blvd ,Austin,78704,(512) 428-5269,https://www.yelp.com/biz/chilantro-austin-7?hrid=X6J--XadN5hXaGtREqHJ_w&osq=Restaurants
152,Opal Divines Austin Grill,9 reviews,Breakfast & Brunch,American (Traditional),2200 S Interstate 35 ,Austin,78704,(512) 443-6725,https://www.yelp.com/biz/opal-divines-austin-grill-austin?hrid=86YDdsmFjI8-1t1wOtuQDQ&osq=Restaurants
153,888 Pan Asian Restaurant,1073 reviews,Vietnamese,Thai,2400 E Oltorf St ,Austin,78741,(512) 448-4722,https://www.yelp.com/biz/888-pan-asian-restaurant-austin?hrid=z3q1HL8KZqyOD9nRUBoLiA&osq=Restaurants
154,Nate's Baked Goods & Coffee,13 reviews,Coffee & Tea,Breakfast & Brunch,401 Orchard St ,Austin,78703,(512) 350-2084,https://www.yelp.com/biz/nates-baked-goods-and-coffee-austin?hrid=HLy1nnQFRAnkeR2KHI3jiw&osq=Restaurants
155,El Alma,533 reviews,Mexican,,1025 Barton Springs Rd ,Austin,78704,(512) 609-8923,https://www.yelp.com/biz/el-alma-austin-2?hrid=GofAQek-3np-W2fNN_93Dg&osq=Restaurants
156,Café No Sé,200 reviews,Cafes,Breakfast & Brunch,1603 S Congress Ave ,Austin,78704,(512) 942-2061,https://www.yelp.com/biz/caf%C3%A9-no-s%C3%A9-austin?hrid=PE8HmANq8Ot8OyxJp3uWBQ&osq=Restaurants
157,Poke Me Long Time,16 reviews,Poke,Japanese,1606 E 6th St ,Austin,78702,(512) 762-2478,https://www.yelp.com/biz/poke-me-long-time-austin?hrid=nBaqKa08ES3R-HBCXDoQ3Q&osq=Restaurants
158,Pieous,706 reviews,Pizza,Italian,12005 Hwy 290 W ,Austin,78737,(512) 394-7041,https://www.yelp.com/biz/pieous-austin?hrid=vdg_R1sud8XkaqTrVvt3Sw&osq=Restaurants
159,Flower Child,238 reviews,Salad,American (New),11721 Rock Rose Ave ,Austin,78758,(512) 777-2493,https://www.yelp.com/biz/flower-child-austin?hrid=S_50Gq95qzpE-7W47GcHAg&osq=Restaurants
160,The Grub House,14 reviews,American (New),Food Trucks,7TH And Red River St ,Austin,78701,(512) 900-9464,https://www.yelp.com/biz/the-grub-house-austin?hrid=galcbZd2I7DmDLuhIJJQGg&osq=Restaurants
161,Crossroads Farm to Truck,28 reviews,Food Trucks,American (New),,Austin,,(512) 808-6549,https://www.yelp.com/biz/crossroads-farm-to-truck-austin-2?hrid=VVUWseAhgEmkcx2E3coOGg&osq=Restaurants
162,Abo Youssef,253 reviews,Mediterranean,Food Trucks,2101 Manor Rd ,Austin,78722,(512) 815-6804,https://www.yelp.com/biz/abo-youssef-austin?hrid=A1QFY-baE5fDTiYjHmRCRQ&osq=Restaurants
163,Julie's Noodles,89 reviews,Noodles,Chinese,8557 Research Blvd ,Austin,78758,(512) 394-6967,https://www.yelp.com/biz/julies-noodles-austin?hrid=lvWjOAuDDwQPlfg7Yseptw&osq=Restaurants
164,The Backspace,549 reviews,Italian,Pizza,507 San Jacinto St ,Austin,78701,(512) 474-9899,https://www.yelp.com/biz/the-backspace-austin?hrid=xQsO4Vc4BY1s4sH0mqvf8g&osq=Restaurants
165,Snooze An AM Eatery,423 reviews,Breakfast & Brunch,Coffee & Tea,3800 N Lamar Blvd ,Austin,78756,(512) 410-0670,https://www.yelp.com/biz/snooze-an-am-eatery-austin-5?hrid=jgfHWJh0Ceo8L5P_w1smow&osq=Restaurants
166,Uchi,1841 reviews,Sushi Bars,Japanese,801 S Lamar Blvd ,Austin,78704,(512) 916-4808,https://www.yelp.com/biz/uchi-austin?hrid=xPDVzTVP4YsmGnND4VRyCQ&osq=Restaurants
167,Chez Nous,423 reviews,French,,510 Neches St ,Austin,78701,(512) 473-2413,https://www.yelp.com/biz/chez-nous-austin?hrid=I0jajXyuQtXHYVzQNiAKag&osq=Restaurants
168,Blue Dahlia Bistro,1116 reviews,Breakfast & Brunch,French,1115 E 11th St ,Austin,78702,(512) 542-9542,https://www.yelp.com/biz/blue-dahlia-bistro-austin?hrid=Ax6z1Alv4cgJiIk94wio3Q&osq=Restaurants
169,Encanto's,10 reviews,Tex-Mex,Pizza,14509 Fm 969 ,Austin,78724,(512) 294-2092,https://www.yelp.com/biz/encantos-austin?hrid=IumOZN__K7zMWCNOsIt8JQ&osq=Restaurants
170,The Pizza Press,48 reviews,Pizza,Salad,404 W 26th St ,Austin,78705,(512) 808-0474,https://www.yelp.com/biz/the-pizza-press-austin?hrid=o32pBkHQe9x_wajIIlSFAg&osq=Restaurants
171,Otoko,38 reviews,Japanese,Sushi Bars,1603 S Congress Ave ,Austin,78704,(512) 920-6405,https://www.yelp.com/biz/otoko-austin?hrid=ABgit957Rz2PnjceaXNAOQ&osq=Restaurants
172,Chinos & Banditos,113 reviews,Tex-Mex,Asian Fusion,6705 W Hwy 290 ,Austin,78735,(512) 296-2761,https://www.yelp.com/biz/chinos-and-banditos-austin?hrid=aPAOwtB13L4v3uKwkplkZQ&osq=Restaurants
173,Yard House,276 reviews,American (New),Bars,11800 Domain Blvd ,Austin,78758,(512) 836-0174,https://www.yelp.com/biz/yard-house-austin?hrid=e7feQDaGV4I0uykJiOXq6g&osq=Restaurants
174,"Truluck's Seafood, Steak and Crab House",551 reviews,Seafood,Steakhouses,400 Colorado St ,Austin,78701,(512) 482-9000,https://www.yelp.com/biz/trulucks-seafood-steak-and-crab-house-austin-2?hrid=hmeX1dL1c95u7PSQrRESpQ&osq=Restaurants
175,EastSide Tavern,140 reviews,Bars,Barbeque,1510 E Cesar Chavez ,Austin,78702,(512) 840-1799,https://www.yelp.com/biz/eastside-tavern-austin?hrid=J-QQeP4IoqJROqALPtIcZQ&osq=Restaurants
176,Red Wraps,33 reviews,Halal,Asian Fusion,,Austin,,(512) 400-8022,https://www.yelp.com/biz/red-wraps-austin?hrid=06qtweC-KYeHh49d1INKhQ&osq=Restaurants
177,Jade Restaurant,16 reviews,Asian Fusion,Dim Sum,3801 N Capital Of Texas Hwy ,Austin,78746,(512) 956-8816,https://www.yelp.com/biz/jade-restaurant-austin?hrid=2vUKbN5ze-uL-QP-jdYcSw&osq=Restaurants
178,The Doughminican,30 reviews,Food Trucks,Dominican,,Austin,,(718) 772-3378,https://www.yelp.com/biz/the-doughminican-austin?hrid=ul95tOwx25e6H19769fmAw&osq=Restaurants
179,La Pena,30 reviews,Mexican,,227 Congress Ave ,Austin,78701,(512) 477-6007,https://www.yelp.com/biz/la-pena-austin?hrid=k3mItbnpDF3D5_4OY-3CxA&osq=Restaurants
180,Justine's Brasserie,879 reviews,French,Bars,4710 E 5th St ,Austin,78702,(512) 385-2900,https://www.yelp.com/biz/justines-brasserie-austin?hrid=pYLsqY0oHE776yqeL6xB3A&osq=Restaurants
181,Ceviche7,166 reviews,Peruvian,Food Trucks,,Austin,,(512) 679-1694,https://www.yelp.com/biz/ceviche7-austin?hrid=QbZ8n5FlDet-lbrVe5p5mw&osq=Restaurants
182,Batch - Craft Beer and Kolaches,23 reviews,Beer Bar,Czech,3220 Manor Rd ,Austin,78723,,https://www.yelp.com/biz/batch-craft-beer-and-kolaches-austin-2?hrid=Cl8g60Z5_Fej3haXRjcjog&osq=Restaurants
183,The Oasis,752 reviews,Venues & Event Spaces,Mexican,6550 Comanche Trl ,Austin,78732,(512) 266-2441,https://www.yelp.com/biz/the-oasis-austin-12?hrid=DnrFh37pUKnZ5LxTc2PYpA&osq=Restaurants
184,Mongers Market + Kitchen,205 reviews,Seafood,Seafood Markets,2401 E Cesar Chavez ,Austin,78702,(512) 215-8972,https://www.yelp.com/biz/mongers-market-kitchen-austin-2?hrid=qn7oa6VugITqq41tJMGvFw&osq=Restaurants
185,SLAB BBQ & Beer,86 reviews,Barbeque,Sandwiches,7101 W Hwy 71 ,Austin,78735,(512) 243-8000,https://www.yelp.com/biz/slab-bbq-and-beer-austin-3?hrid=RZGKWQrMRt0T1j9mMZXhNg&osq=Restaurants
186,Alcomar,253 reviews,Latin American,Seafood,1816 S 1st St ,Austin,78704,(512) 401-3161,https://www.yelp.com/biz/alcomar-austin?hrid=TyRoHLTVkQqVjXcpVWhu-g&osq=Restaurants
187,Poke-Poke,53 reviews,Hawaiian,Poke,2320 Hancock Dr ,Austin,78756,(512) 840-1942,https://www.yelp.com/biz/poke-poke-austin-3?hrid=aZz4UmTnzeETQOQbuj_0sw&osq=Restaurants
188,Italic,329 reviews,Italian,Coffee & Tea,123 W 6th St ,Austin,78701,(512) 660-5390,https://www.yelp.com/biz/italic-austin?hrid=s54R0tG9-MBKE71UunuU_Q&osq=Restaurants
189,Ramen Tatsu-Ya,1777 reviews,Ramen,,8557 Research Blvd ,Austin,78758,(512) 893-5561,https://www.yelp.com/biz/ramen-tatsu-ya-austin?hrid=m2K_lWIwDbp---yTj4o5WA&osq=Restaurants
190,Hula Hut,1154 reviews,Tex-Mex,Mexican,3826 Lake   Blvd ,Austin,78703,(512) 476-4852,https://www.yelp.com/biz/hula-hut-austin?hrid=BL2LsKp6ycA2Iy-EVA2WVQ&osq=Restaurants
191,Savor De Moi,80 reviews,Food Trucks,Mexican,,Austin,,(512) 915-5539,https://www.yelp.com/biz/savor-de-moi-austin-3?hrid=9AANIfTnjG0nNewI8bPbIQ&osq=Restaurants
192,Lavaca Teppan,140 reviews,Japanese,,1712 Lavaca St ,Austin,78701,(512) 520-8630,https://www.yelp.com/biz/lavaca-teppan-austin?hrid=Id6IFygZvd37NILy1g1rWQ&osq=Restaurants
193,Barlata Tapas Bar,479 reviews,Tapas Bars,,1500 S Lamar Blvd ,Austin,78704,(512) 473-2211,https://www.yelp.com/biz/barlata-tapas-bar-austin-2?hrid=mWi-tBCh15N91nDVsbSctg&osq=Restaurants
194,Chi'Lantro,694 reviews,Korean,Food Trucks,823 Congress Ave ,Austin,78701,(512) 800-9098,https://www.yelp.com/biz/chilantro-austin?hrid=_62fV1ZsTdhRmRjCmlH9BA&osq=Restaurants
195,Lucky Robot,642 reviews,Sushi Bars,Ramen,1303 S Congress ,Austin,78704,(512) 444-8081,https://www.yelp.com/biz/lucky-robot-austin?hrid=GDfDW5n0ZMVRSntrg1EbmQ&osq=Restaurants
196,Torchy's Tacos,1498 reviews,Tex-Mex,Food Stands,1311 S 1st St ,Austin,78704,(512) 366-0537,https://www.yelp.com/biz/torchys-tacos-austin?hrid=4HHD9i5acU8V6GVm8qYrGg&osq=Restaurants
197,Moojo,204 reviews,Desserts,Ice Cream & Frozen Yogurt,2322 Guadalupe St ,Austin,78705,(512) 473-8759,https://www.yelp.com/biz/moojo-austin?hrid=DOKxmDIrPq550UEVce4IdQ&osq=Restaurants
198,Citizen Eatery,142 reviews,Vegetarian,Vegan,5011 Burnet Rd ,Austin,78756,(512) 792-9546,https://www.yelp.com/biz/citizen-eatery-austin?hrid=z5OT9KK1KsqfHrMMpZNfNA&osq=Restaurants
199,Clay Pit,1165 reviews,Indian,Desserts,1601 Guadalupe St ,Austin,78701,(512) 322-5131,https://www.yelp.com/biz/clay-pit-austin?hrid=kyFXRqpsTnAqvxA6VPdx7A&osq=Restaurants
200,Clark's Oyster Bar,388 reviews,Seafood,,1200 W 6th St ,Austin,78703,(512) 297-2525,https://www.yelp.com/biz/clarks-oyster-bar-austin?hrid=nkBZ77kXDRYFmIrHbOOpYg&osq=Restaurants
201,The Jackalope,800 reviews,Dive Bars,Burgers,404 E 6th St ,Austin,78701,(512) 472-3663,https://www.yelp.com/biz/the-jackalope-austin?hrid=dbceJkRNJVGRHrN2ujI2rw&osq=Restaurants
202,Caroline,14 reviews,Bakeries,Coffee Roasteries,621 Congress Ave ,Austin,78701,(512) 982-6766,
203,la Barbecue,1363 reviews,Barbeque,Food Trucks,2027 E Cesar Chavez ,Austin,78702,(512) 605-9696,https://www.yelp.com/biz/la-barbecue-austin-3?hrid=wHTLWbmvrFlhtHfWxKLJWQ&osq=Restaurants
204,Copper Restaurant & Dessert Lounge,291 reviews,Desserts,American (New),3401 Esperanza Crossing ,Austin,78758,(512) 215-3633,https://www.yelp.com/biz/copper-restaurant-and-dessert-lounge-austin?hrid=sFc1W-Tko-JxunSLqkjfqg&osq=Restaurants
205,Wink,694 reviews,American (New),Vegetarian,1014 N Lamar Blvd ,Austin,78703,(512) 482-8868,https://www.yelp.com/biz/wink-austin?hrid=oh8RTPEiIF6mkSUNmuIoaQ&osq=Restaurants
206,Don Japanese Kitchen,52 reviews,Japanese,,2716 1/2 Guadalupe St ,Austin,78705,(281) 725-3686,https://www.yelp.com/biz/don-japanese-kitchen-austin-2?hrid=BKS_c-7yv5rD8iO6IZ8Jzw&osq=Restaurants
207,Vaquero's Cafe and Cantina,24 reviews,Tex-Mex,,1801 S Capital Of Texas Hwy ,Austin,78746,(512) 382-7899,https://www.yelp.com/biz/vaqueros-cafe-and-cantina-austin-2?hrid=9ubDaKgydjiTxUYbOMpqNQ&osq=Restaurants
208,The Halal Corner,287 reviews,Halal,Mediterranean,1200 Barbara Jordan ,Austin,78723,(512) 480-0048,https://www.yelp.com/biz/the-halal-corner-austin?hrid=WbnC1BNvR-Z9ycmJt4oiXw&osq=Restaurants
209,Osteria Pronto,92 reviews,Italian,,110 E Second St ,Austin,78701,(512) 608-4490,https://www.yelp.com/biz/osteria-pronto-austin?hrid=kA9K-quO-im_JrNXS5PymQ&osq=Restaurants
210,The Grove Wine Bar & Kitchen,129 reviews,Wine Bars,Italian,800 W 6th St ,Austin,78701,(512) 236-1440,https://www.yelp.com/biz/the-grove-wine-bar-and-kitchen-austin-5?hrid=88vJJJuskySPnX9ktl7C3g&osq=Restaurants
211,K-Bop,69 reviews,Korean,Bubble Tea,2002 Guadalupe St ,Austin,78705,(512) 703-4100,https://www.yelp.com/biz/k-bop-austin-2?hrid=yxEANxEgIoM7Gfonznx2Pg&osq=Restaurants
212,Hot Mess,75 reviews,Food Trucks,Barbeque,,Austin,,(512) 710-8332,https://www.yelp.com/biz/hot-mess-austin-3?hrid=o0RORbWY_BaZUASyxmcuvQ&osq=Restaurants
213,Kome Sushi Kitchen,991 reviews,Japanese,Sushi Bars,4917 Airport Blvd ,Austin,78751,(512) 712-5700,https://www.yelp.com/biz/kome-sushi-kitchen-austin?hrid=vvk09Pca2qFL3bN1ZSFiGw&osq=Restaurants
214,Vinaigrette,200 reviews,Salad,Soup,2201 College Ave ,Austin,78704,(512) 852-8791,https://www.yelp.com/biz/vinaigrette-austin?hrid=wBVGVrOlrfaRR4TIUxxkrQ&osq=Restaurants
215,Chago's Caribbean Cuisine,572 reviews,Cuban,Puerto Rican,7301 N Lamar Blvd ,Austin,78752,(512) 275-6013,https://www.yelp.com/biz/chagos-caribbean-cuisine-austin?hrid=luD8K0tCiHfTXC8yXNbQAQ&osq=Restaurants
216,Lima Criolla,116 reviews,Latin American,Peruvian,6406 N Interstate 35 Frontage Rd ,Austin,78752,(512) 323-5404,https://www.yelp.com/biz/lima-criolla-austin?hrid=9XRCKK7iPzyL3zLfXM8AjA&osq=Restaurants
217,Scoreboard,64 reviews,Sports Bars,American (Traditional),6507 Jester Blvd ,Austin,78750,(512) 346-8228,https://www.yelp.com/biz/scoreboard-austin?hrid=gw008MAbD2tMIf40VwCMBw&osq=Restaurants
218,Chi'Lantro,157 reviews,Korean,Barbeque,11005 Burnet Rd ,Austin,78758,(512) 800-9098,https://www.yelp.com/biz/chilantro-austin-6?hrid=h39hpYUowyxJJUzh-_2Vrw&osq=Restaurants
219,Geraldine's,200 reviews,American (New),Music Venues,605 Davis St ,Austin,78701,(512) 476-4755,https://www.yelp.com/biz/geraldines-austin?hrid=na6vDS_DFjaBr0Lo_1QJLw&osq=Restaurants
220,Zocalo Café,436 reviews,Mexican,,1110 W Lynn St ,Austin,78703,(512) 472-8226,https://www.yelp.com/biz/zocalo-caf%C3%A9-austin-3?hrid=HQ1QbclmKItI2tTc5Hm99w&osq=Restaurants
221,L'Oca d'Oro,181 reviews,Italian,,1900 Simond Ave ,Austin,78723,(737) 212-1876,https://www.yelp.com/biz/l-oca-d-oro-austin?hrid=drMg2XPOqnUxra1djvGOYQ&osq=Restaurants
222,East Side King,345 reviews,Asian Fusion,,2310 S Lamar Blvd ,Austin,78704,(512) 383-8382,https://www.yelp.com/biz/east-side-king-austin-13?hrid=h5hvho78wU3Y4zFvydYkZA&osq=Restaurants
223,Casa De Luz,476 reviews,Vegan,Salad,1701 Toomey Rd ,Austin,78704,(512) 476-2535,https://www.yelp.com/biz/casa-de-luz-austin?hrid=xDJR6Jy-9S0_224X3oihRQ&osq=Restaurants
224,Fonda San Miguel,644 reviews,Mexican,,2330 W North Loop Blvd ,Austin,78756,(512) 459-4121,https://www.yelp.com/biz/fonda-san-miguel-austin-7?hrid=dV-T_NnxoN20xENsH353KQ&osq=Restaurants
225,Daruma Ramen,461 reviews,Ramen,,612-B E 6th St ,Austin,78701,(512) 369-3897,https://www.yelp.com/biz/daruma-ramen-austin?hrid=d6CmXHWUKnh0EWwbaABaxQ&osq=Restaurants
226,Dine,67 reviews,American (New),,111 E Cesar Chavez ,Austin,78701,(512) 478-2991,https://www.yelp.com/biz/dine-austin?hrid=oSSIYZSnu7t3HXXRtMBjJg&osq=Restaurants
227,Yalla Burgers & Wings,8 reviews,Burgers,Chicken Wings,,Austin,,(512) 545-0804,https://www.yelp.com/biz/yalla-burgers-and-wings-austin?hrid=R5rdjU3uLqI3Ki7jZIO-Lg&osq=Restaurants
228,Elaine's at Eastside Cafe,101 reviews,American (Traditional),,2113 Manor Rd ,Austin,78722,(512) 494-1464,https://www.yelp.com/biz/elaines-at-eastside-cafe-austin-2?hrid=zcWBZ1wq5aIX7CNONbeGQw&osq=Restaurants
229,The Halal Gurus,121 reviews,Halal,Mediterranean,539 W Oltorf S ,Austin,78704,(512) 810-4751,https://www.yelp.com/biz/the-halal-gurus-austin?hrid=RwbM59NH7tfs0HoE7il57A&osq=Restaurants
230,Chi'Lantro,283 reviews,Korean,Barbeque,5222 Burnet Rd ,Austin,78756,(512) 800-9098,https://www.yelp.com/biz/chilantro-austin-8?hrid=LC1N7Ug2UThFsfioeKlOiA&osq=Restaurants
231,Kinfolk BBQ,16 reviews,Barbeque,,4611 Martin Luther King Blvd E ,Austin,78721,(512) 293-9621,https://www.yelp.com/biz/kinfolk-bbq-austin?hrid=eI3SyUkXFbJ4s6WZY8I9QQ&osq=Restaurants
232,Eldorado Cafe,10 reviews,Comfort Food,Mexican,3300 W Anderson Ln ,Austin,78757,(512) 420-2222,https://www.yelp.com/biz/eldorado-cafe-austin?hrid=arlznI3yqpAGhtV0Y0mLwA&osq=Restaurants
233,District Kitchen & Cocktails,325 reviews,American (New),Breakfast & Brunch,5900 W Slaughter Ln ,Austin,78749,(512) 351-8436,https://www.yelp.com/biz/district-kitchen-and-cocktails-austin?hrid=xpyjCTRzxMVcnLc5ruDu1g&osq=Restaurants
234,Jewboy Burgers,63 reviews,Food Trucks,Burgers,5000 Burnet ,Austin,78756,(915) 861-6224,https://www.yelp.com/biz/jewboy-burgers-austin?hrid=bkV9HV8QmIGBGfkd6hogYA&osq=Restaurants
235,Vivo Austin,156 reviews,Tex-Mex,,6406 N I 35 ,Austin,78752,(512) 407-8302,https://www.yelp.com/biz/vivo-austin-austin?hrid=HzI_-z9y2sk3cAPrLDqrHg&osq=Restaurants
236,Ola Poke,227 reviews,Hawaiian,Asian Fusion,6808 N Lamar Blvd ,Austin,78752,(512) 323-0153,https://www.yelp.com/biz/ola-poke-austin?hrid=-IXbz15hzQVgtf9o4qnaIw&osq=Restaurants
237,Budare's Venezuelan Food,58 reviews,Venezuelan,Food Trucks,5000 Burnet Rd ,Austin,78756,(512) 923-3079,https://www.yelp.com/biz/budares-venezuelan-food-austin?hrid=5_JApyAkdJpO7NsA9aEImg&osq=Restaurants
238,Black Star Co-op Pub & Brewery,658 reviews,Breweries,Gastropubs,7020 Easy Wind Dr ,Austin,78752,(512) 452-2337,https://www.yelp.com/biz/black-star-co-op-pub-and-brewery-austin?hrid=d8nebYEtKEus5AUlM3aJww&osq=Restaurants
